SEED	functions_L1	functions_L2	functions_L3
seed2128	L1_Cell Wall and Capsule	L2_Recycling of Peptidoglycan Amino Acids	L3_Gamma-D-Glutamyl-meso-Diaminopimelate Amidase
seed2129	L1_Cell Wall and Capsule	L2_Recycling of Peptidoglycan Amino Acids	L3_L-alanine-DL-glutamate epimerase
seed2130	L1_Cell Wall and Capsule	L2_Recycling of Peptidoglycan Amino Sugars	L3_N-acetylmuramic acid 6-phosphate etherase
seed2131	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	"L3_Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)"
seed2132	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	"L3_Alpha-L-Rha alpha-1,2-L-rhamnosyltransferase/alpha-L-Rha alpha-1,3-L- rhamnosyltransferase (EC 2.4.1.-)"
seed2133	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	"L3_Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)"
seed2134	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	L3_capsular polysaccharide biosynthesis protein
seed2135	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	"L3_DNA for glycosyltransferase, lytic transglycosylase, dTDP-4-rhamnose reductase"
seed2136	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	L3_Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)
seed2137	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	L3_Heteropolysaccharide repeat unit export protein
seed2138	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	L3_Polysialic acid transport protein KpsM
seed2139	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	L3_putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide
seed2140	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	L3_putative polysialic acid transport protein
seed2141	L1_Cell Wall and Capsule	L2_Rhamnose containing glycans	L3_Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
seed2142	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap5A
seed2143	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap5B
seed2144	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap5F
seed2145	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap5G
seed2146	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap5H
seed2147	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap5I
seed2148	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap5J
seed2149	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8B
seed2150	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8C
seed2151	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8D
seed2152	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8E
seed2153	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8F
seed2154	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8H
seed2155	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8I
seed2156	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8J
seed2157	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8L
seed2158	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8M
seed2159	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8O
seed2160	L1_Cell Wall and Capsule	L2_Serotype determining Capsular polysaccharide biosynthesis in Staphylococcus	L3_Capsular polysaccharide synthesis enzyme Cap8P
seed2161	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_ABC transporter, predicted N-acetylneuraminate transport system permease protein 1"
seed2162	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_ABC transporter, predicted N-acetylneuraminate transport system permease protein 2"
seed2163	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_ABC transporter, predicted N-acetylneuraminate-binding protein"
seed2164	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)"
seed2165	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
seed2166	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_N-acetylmannosamine kinase (EC 2.7.1.60)
seed2167	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_N-acetylneuraminate lyase (EC 4.1.3.3)
seed2168	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_N-acetylneuraminate mutarotase
seed2169	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_N-acetylneuraminic acid outer membrane channel protein NanC
seed2170	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_Predicted sialic acid transporter
seed2171	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_PTS system, N-acetylmuramic acid-specific IIB component (EC 2.7.1.69)"
seed2172	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_Putative sugar isomerase involved in processing of exogenous sialic acid
seed2173	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_Sialic acid transporter (permease) NanT
seed2174	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_Sialic acid utilization regulator, RpiR family"
seed2175	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase"
seed2176	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_Sialidase (EC 3.2.1.18)
seed2177	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	L3_Transcriptional regulator NanR
seed2178	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_TRAP-type transport system, large permease component, predicted N-acetylneuraminate transporter"
seed2179	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_TRAP-type transport system, periplasmic component, predicted N-acetylneuraminate-binding protein"
seed2180	L1_Cell Wall and Capsule	L2_Sialic Acid Metabolism	"L3_TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter"
seed2181	L1_Cell Wall and Capsule	L2_Sortase	"L3_Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC"
seed2182	L1_Cell Wall and Capsule	L2_Sortase	L3_Cell wall surface anchor family protein
seed2183	L1_Cell Wall and Capsule	L2_Sortase	"L3_Cell wall surface anchor family protein, LPXTG motif"
seed2184	L1_Cell Wall and Capsule	L2_Sortase	L3_LPXTG specific sortase A
seed2185	L1_Cell Wall and Capsule	L2_Sortase	L3_NPQTN specific sortase B
seed2186	L1_Cell Wall and Capsule	L2_Sortase	"L3_Sortase A, LPXTG specific"
seed2187	L1_Cell Wall and Capsule	L2_Streptococcal Hyaluronic Acid Capsule	L3_Hyaluronan synthase (EC 2.4.1.212)
seed2188	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)
seed2189	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	"L3_CDP-glycerol: N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase"
seed2190	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)
seed2191	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_CDP-ribitol:poly(ribitol phosphate) ribitol phosphotransferase
seed2192	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_COG1887: Putative glycosyl/glycerophosphate transferases involved in teichoic acid biosynthesis TagF/TagB/EpsJ/RodC
seed2193	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)
seed2194	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_DltD protein
seed2195	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_galactosamine-containing minor teichoic acid biosynthesis protein
seed2196	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Glycosyl transferase involved in teichoic acid biosynthesis
seed2197	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Hypohetical Teichoic Acid Biosynthesis Protein
seed2198	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Minor teichoic acid biosynthesis protein GgaB
seed2199	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Monogalactosyldiacylglycerol synthase (EC 2.4.1.46)
seed2200	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Monogalactosyldiacylglycerol synthase precursor
seed2201	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_N-acetylmannosaminyltransferase (EC 2.4.1.187)
seed2202	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)
seed2203	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Putative CDP-glycerol:glycerophosphate glycerophosphotransferase (EC 2.7.8.-)
seed2204	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Putative CDP-glycosylpolyol phosphate:glycosylpolyol glycosylpolyolphosphotransferase
seed2205	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Putative glycosyl/glycerophosphate transferase in teichoic acid biosynthesis
seed2206	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Putative major teichoic acid biosynthesis protein C
seed2207	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Putative polyribitolphosphotransferase
seed2208	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	"L3_Regulation of D-alanyl-lipoteichoic acid biosynthesis, DltR"
seed2209	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	"L3_Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase"
seed2210	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40)
seed2211	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Teichoic acid biosynthesis protein
seed2212	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Teichoic acid biosynthesis protein X
seed2213	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Teichoic acid glycosylation protein
seed2214	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Teichoic acid translocation permease protein TagG
seed2215	L1_Cell Wall and Capsule	L2_Teichoic and lipoteichoic acids biosynthesis	L3_Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)
seed2216	L1_Cell Wall and Capsule	L2_Teichuronic acid biosynthesis	L3_Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase
seed2217	L1_Cell Wall and Capsule	L2_Teichuronic acid biosynthesis	L3_Putative teichuronic acid biosynthesis glycosyl transferase TuaC
seed2218	L1_Cell Wall and Capsule	L2_Teichuronic acid biosynthesis	L3_Putative teichuronic acid biosynthesis glycosyl transferase TuaH
seed2219	L1_Cell Wall and Capsule	L2_Teichuronic acid biosynthesis	L3_Teichuronic acid biosynthesis protein TuaB
seed2220	L1_Cell Wall and Capsule	L2_Teichuronic acid biosynthesis	"L3_Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase"
seed2221	L1_Cell Wall and Capsule	L2_tRNA-dependent amino acid transfers	L3_tRNA-dependent lipid II--amino acid ligase
seed2222	L1_Cell Wall and Capsule	L2_tRNA-dependent amino acid transfers	L3_tRNA-dependent lipid II--glycine ligase (FmhB)
seed2223	L1_Cell Wall and Capsule	L2_tRNA-dependent amino acid transfers	L3_tRNA-dependent lipid II-AlaAla--L-alanine ligase
seed2224	L1_Cell Wall and Capsule	L2_tRNA-dependent amino acid transfers	L3_tRNA-dependent lipid II-Gly--glycine ligase
seed2225	L1_Cell Wall and Capsule	L2_UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	L3_Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4)
seed2226	L1_Cell Wall and Capsule	L2_Vibrio Core Oligosaccharide Biosynthesis	"L3_ADP-heptose--lipooligosaccharide heptosyltransferase, putative"
seed2227	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	"L3_CapK protein, putative"
seed2228	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	L3_Hemolysin-related protein RbmC
seed2229	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	L3_Hypothetical protein VpsJ
seed2230	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	L3_Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)
seed2231	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	"L3_polysaccharide biosynthesis protein, putative"
seed2232	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	L3_Quorum-sensing regulator of virulence HapR
seed2233	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	"L3_RbmD, similar to Lipid A core - O-antigen ligase and related enzymes"
seed2234	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	L3_Transcriptional regulator CdgA
seed2235	L1_Cell Wall and Capsule	L2_Vibrio Polysaccharide (VPS) Biosynthesis	L3_UDP-N-acetyl-D-mannosaminuronate dehydrogenase
seed2236	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	"L3_Outer membrane protein GumB, involved in the export of xanthan"
seed2237	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis acetyltransferase GumF
seed2238	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis acetyltransferase GumG
seed2239	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis chain length determinant protein GumC
seed2240	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis exopolysaccharide polymerase GumE
seed2241	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis glucuronosyltransferase GumK
seed2242	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis glycosyltransferase GumD
seed2243	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis glycosyltransferase GumH
seed2244	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis glycosyltransferase GumI
seed2245	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis glycosyltransferase GumM
seed2246	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis oligosaccharidyl-lipid flippase GumJ
seed2247	L1_Cell Wall and Capsule	L2_Xanthan Exopolysaccharide Biosynthesis and Export	L3_Xanthan biosynthesis pyruvyltransferase GumL
seed2248	L1_Cell Wall and Capsule	L2_YjeE	L3_CBS domain protein sometimes clustered with YjeE
seed2249	L1_Cell Wall and Capsule	L2_YjeE	L3_COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases
seed2250	L1_Cell Wall and Capsule	L2_YjeE	L3_NAD(P)HX dehydratase
seed2251	L1_Cell Wall and Capsule	L2_YjeE	L3_NAD(P)HX epimerase
seed2252	L1_Cell Wall and Capsule	L2_YjeE	"L3_TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA"
seed2253	L1_Central metabolism	L2_EC 6.4.1.- Ligases that form carbon-carbon bonds	"L3_2-oxoglutarate carboxylase, large subunit (EC 6.4.1.7)"
seed2254	L1_Central metabolism	L2_EC 6.4.1.- Ligases that form carbon-carbon bonds	"L3_2-oxoglutarate carboxylase, small subunit (EC 6.4.1.7)"
seed2255	L1_Central metabolism	L2_EC 6.4.1.- Ligases that form carbon-carbon bonds	L3_Acetophenone carboxylase subunit Apc3 (EC 6.4.1.8)
seed2256	L1_Central metabolism	L2_EC 6.4.1.- Ligases that form carbon-carbon bonds	L3_Acetyl-coenzyme A carboxyl transferase (EC 6.4.1.2)
seed2257	L1_Central metabolism	L2_EC 6.4.1.- Ligases that form carbon-carbon bonds	L3_Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)
seed2258	L1_Central metabolism	L2_EC 6.4.1.- Ligases that form carbon-carbon bonds	L3_Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)
seed2259	L1_Central metabolism	L2_EC 6.4.1.- Ligases that form carbon-carbon bonds	L3_Geranyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.5)
seed2260	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_5-Formyltetrahydrofolate cycloligase paralog implicated in thiamin metabolism
seed2261	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Alternative dihydrofolate reductase 2
seed2262	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	"L3_Amidohydrolase YlmB, involved in salvage of thiamin pyrimidine moiety"
seed2263	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)
seed2264	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
seed2265	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)
seed2266	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Substrate-specific component ThiW of predicted thiazole ECF transporter
seed2267	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
seed2268	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Thiamin-phosphate synthase ThiN (EC 2.5.1.3)
seed2269	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety
seed2270	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Thiamine kinase (EC 2.7.1.89)
seed2271	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_Thiamine-monophosphate kinase (EC 2.7.4.16)
seed2272	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like protein	L3_YjbQ (alternate ThiE)
seed2273	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_5-FCL-like-OF	L3_5-FCL-like protein
seed2274	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_B12 Biosynthesis (Tavares copy1)	"L3_5,6-dimethylbenzimidazole synthase, flavin destructase family"
